TimeStamp, Time Delta, Input Current, Output Voltage 
0, 0.9675545692443848, 4.9978, 3.942884, 
0, 0.9529328346252441, 4.9978, 3.942884, 
0, 0.9834749698638916, 4.9978, 3.942958, 
0, 0.9840376377105713, 4.9978, 3.942973, 
0, 0.9558744430541992, 4.9978, 3.943002, 
0, 0.9664018154144287, 4.9978, 3.943076, 
0, 0.9555220603942871, 4.9978, 3.943091, 
0, 0.9804964065551758, 4.9978, 3.943151, 
0, 0.9840025901794434, 4.9978, 3.94318, 
0, 0.9670758247375488, 4.9978, 3.943224, 
0, 0.9668221473693848, 4.9978, 3.943254, 
0, 0.9580812454223633, 4.9978, 3.943298, 
0, 0.9839990139007568, 4.9978, 3.943357, 
0, 0.9702794551849365, 4.9978, 3.943401, 
0, 0.9551346302032471, 4.9978, 3.943401, 
0, 0.9670975208282471, 4.9978, 3.943461, 
0, 0.9683516025543213, 4.9978, 3.943476, 
0, 0.9852197170257568, 4.9978, 3.94352, 
0, 0.9697988033294678, 4.9978, 3.943535, 
0, 0.9661386013031006, 4.9978, 3.943594, 
0, 0.9661393165588379, 4.9978, 3.943638, 
0, 0.9668400287628174, 4.9978, 3.943668, 
0, 0.9812448024749756, 4.9978, 3.943742, 
0, 0.9633104801177979, 4.9978, 3.943757, 
0, 0.9676992893218994, 4.9978, 3.943816, 
0, 0.952826976776123, 4.9978, 3.943846, 
0, 0.9684555530548096, 4.9978, 3.943861, 
0, 0.9851264953613281, 4.9978, 3.94389, 
0, 0.9687316417694092, 4.9978, 3.943934, 
0, 0.9646236896514893, 4.9978, 3.943979, 
0, 0.966001033782959, 4.9978, 3.944008, 
0, 0.9659767150878906, 4.9978, 3.944038, 
0, 0.9771206378936768, 4.9978, 3.944127, 
0, 0.982882022857666, 4.9978, 3.944156, 
0, 0.9529688358306885, 4.9978, 3.944156, 
0, 0.9670279026031494, 4.9978, 3.944201, 
0, 0.9680263996124268, 4.9978, 3.94423, 
0, 0.9808979034423828, 4.9978, 3.944289, 
0, 0.9648418426513672, 4.9978, 3.944319, 
0, 0.9772369861602783, 4.9978, 3.944349, 
0, 0.9573662281036377, 4.9978, 3.944407, 
0, 0.969409704208374, 4.9978, 3.944422, 
0, 0.9822194576263428, 4.9978, 3.944437, 
0, 0.9830262660980225, 4.9978, 3.944497, 
0, 0.9669756889343262, 4.9978, 3.944526, 
0, 0.9574437141418457, 4.9978, 3.944556, 
0, 0.9667079448699951, 4.9978, 3.944585, 
0, 0.9720656871795654, 4.9978, 3.9446, 
0, 0.9817852973937988, 4.9978, 3.94463, 
0, 0.9530010223388672, 4.9978, 3.944659, 
0, 0.969994306564331, 4.9978, 3.944689, 
0, 0.9545843601226807, 4.9978, 3.944763, 
0, 0.9833407402038574, 4.9978, 3.944807, 
0, 0.9820981025695801, 4.9978, 3.944837, 
0, 0.9551370143890381, 4.9978, 3.944837, 
0, 0.9683382511138916, 4.9977, 3.944866, 
0, 0.9699592590332031, 4.9978, 3.944911, 
0, 0.9825694561004639, 4.9978, 3.94494, 
0, 0.9818999767303467, 4.9978, 3.94497, 
0, 0.9579012393951416, 4.9978, 3.945014, 
0, 0.9531736373901367, 4.9978, 3.945073, 
0, 0.9684867858886719, 4.9978, 3.945059, 
0, 0.9837503433227539, 4.9978, 3.945117, 
0, 0.9677615165710449, 4.9978, 3.945132, 
0, 0.9534950256347656, 4.9978, 3.945177, 
0, 0.969012975692749, 4.9978, 3.945221, 
0, 0.969538688659668, 4.9978, 3.945265, 
0, 0.983712911605835, 4.9978, 3.945265, 
0, 0.9672396183013916, 4.9978, 3.945325, 
0, 0.9670023918151855, 4.9978, 3.945384, 
0, 0.9689226150512695, 4.9978, 3.945384, 
0, 0.9551041126251221, 4.9977, 3.945428, 
0, 0.9839761257171631, 4.9978, 3.945473, 
0, 0.9670195579528809, 4.9978, 3.945487, 
0, 0.9680006504058838, 4.9978, 3.945502, 
0, 0.9679522514343262, 4.9978, 3.945562, 
0, 0.9620480537414551, 4.9977, 3.945591, 
0, 0.9955418109893799, 4.9978, 3.945621, 
0, 0.9526877403259277, 4.9978, 3.945665, 
0, 0.9669461250305176, 4.9978, 3.945695, 
0, 0.9658255577087402, 4.9977, 3.945695, 
0, 0.9629874229431152, 4.9977, 3.945739, 
0, 0.9954795837402344, 4.9977, 3.945768, 
0, 0.9691624641418457, 4.9977, 3.945798, 
0, 0.9653501510620117, 4.9978, 3.945858, 
0, 0.9564542770385742, 4.9978, 3.945872, 
0, 0.9687798023223877, 4.9977, 3.945931, 
0, 0.9839715957641602, 4.9977, 3.945931, 
0, 0.9668159484863281, 4.9977, 3.945991, 
0, 0.9713664054870605, 4.9978, 3.946035, 
0, 0.9845290184020996, 4.9978, 3.946035, 
0, 0.9652113914489746, 4.9977, 3.946035, 
0, 0.9642860889434814, 4.9977, 3.946079, 
0, 0.970628023147583, 4.9978, 3.946079, 
0, 0.974294900894165, 4.9977, 3.946124, 
0, 0.9678773880004883, 4.9978, 3.946183, 
0, 0.9651522636413574, 4.9977, 3.946228, 
0, 0.9746241569519043, 4.9978, 3.946257, 
0, 0.9670248031616211, 4.9977, 3.946242, 
0, 0.9657163619995117, 4.9978, 3.946331, 
0, 0.9793581962585449, 4.9977, 3.946331, 
0, 0.9608750343322754, 4.9977, 3.946361, 
0, 0.9774801731109619, 4.9977, 3.946434, 
0, 0.9785439968109131, 4.9977, 3.946449, 
0, 0.9519188404083252, 4.9977, 3.946494, 
0, 0.9639801979064941, 4.9977, 3.946523, 
0, 0.9723551273345947, 4.9977, 3.946538, 
0, 0.9791867733001709, 4.9977, 3.946582, 
0, 0.9802505970001221, 4.9977, 3.946611, 
0, 0.952279806137085, 4.9977, 3.946627, 
0, 0.9646708965301514, 4.9977, 3.946686, 
0, 0.9666092395782471, 4.9977, 3.946701, 
0, 0.984849214553833, 4.9977, 3.946715, 
0, 0.9659295082092285, 4.9977, 3.94676, 
0, 0.9668991565704346, 4.9977, 3.946774, 
0, 0.9710772037506104, 4.9977, 3.946834, 
0, 0.9670233726501465, 4.9977, 3.946834, 
0, 0.9829142093658447, 4.9977, 3.946893, 
0, 0.9620823860168457, 4.9977, 3.946893, 
0, 0.9654045104980469, 4.9977, 3.946923, 
0, 0.9695587158203125, 4.9977, 3.946981, 
0, 0.9676032066345215, 4.9977, 3.946996, 
0, 0.9848909378051758, 4.9977, 3.947026, 
0, 0.966526985168457, 4.9977, 3.947071, 
0, 0.9556326866149902, 4.9977, 3.947071, 
0, 0.9672873020172119, 4.9977, 3.947129, 
0, 0.9712846279144287, 4.9977, 3.947144, 
0, 0.9832408428192139, 4.9977, 3.947174, 
0, 0.9645752906799316, 4.9977, 3.947204, 
0, 0.9708974361419678, 4.9977, 3.947233, 
0, 0.965080976486206, 4.9977, 3.947263, 
0, 0.9660501480102539, 4.9977, 3.947322, 
0, 0.9792866706848145, 4.9977, 3.947337, 
0, 0.9665372371673584, 4.9977, 3.947322, 
0, 0.9676024913787842, 4.9977, 3.947351, 
0, 0.9690289497375488, 4.9977, 3.947396, 
0, 0.9536991119384766, 4.9977, 3.947455, 
0, 0.953244686126709, 4.9977, 3.947455, 
0, 0.9675071239471436, 4.9977, 3.947499, 
0, 0.9701972007751465, 4.9977, 3.947529, 
0, 0.9839353561401367, 4.9977, 3.947574, 
0, 0.9536981582641602, 4.9977, 3.947588, 
0, 0.9687800407409668, 4.9977, 3.947603, 
0, 0.9525408744812012, 4.9977, 3.947647, 
0, 0.9535880088806152, 4.9977, 3.947662, 
0, 0.9527921676635742, 4.9977, 3.947721, 
0, 0.9636545181274414, 4.9977, 3.947751, 
0, 0.9668769836425781, 4.9977, 3.94778, 
0, 0.9635756015777588, 4.9977, 3.94781, 
0, 0.9656891822814941, 4.9977, 3.947855, 
0, 0.9527544975280762, 4.9977, 3.947869, 
0, 0.980959415435791, 4.9977, 3.947899, 
0, 0.9660210609436035, 4.9977, 3.947928, 
0, 0.9642248153686523, 4.9977, 3.947973, 
0, 0.9647014141082764, 4.9977, 3.947988, 
0, 0.9630732536315918, 4.9977, 3.948002, 
0, 0.9800000190734863, 4.9977, 3.948032, 
0, 0.962186336517334, 4.9977, 3.948076, 
0, 0.9540271759033203, 4.9977, 3.948106, 
0, 0.9657893180847168, 4.9977, 3.948135, 
0, 0.9699885845184326, 4.9977, 3.948165, 
0, 0.9548094272613525, 4.9977, 3.948209, 
0, 0.9664061069488525, 4.9977, 3.948239, 
0, 0.966773509979248, 4.9977, 3.948269, 
0, 0.9539992809295654, 4.9977, 3.948298, 
0, 0.9883542060852051, 4.9977, 3.948313, 
0, 0.968085765838623, 4.9977, 3.948342, 
0, 0.9537241458892822, 4.9977, 3.948342, 
0, 0.9648313522338867, 4.9977, 3.948387, 
0, 0.967005729675293, 4.9977, 3.948417, 
0, 0.982999324798584, 4.9977, 3.948431, 
0, 0.9669973850250244, 4.9977, 3.94849, 
0, 0.9640791416168213, 4.9977, 3.948505, 
0, 0.9653890132904053, 4.9976, 3.94855, 
0, 0.9543800354003906, 4.9977, 3.948579, 
0, 0.9650740623474121, 4.9977, 3.948609, 
0, 0.9551076889038086, 4.9977, 3.948609, 
0, 0.9533915519714355, 4.9976, 3.948668, 
0, 0.9535796642303467, 4.9977, 3.948668, 
0, 0.9652245044708252, 4.9976, 3.948698, 
0, 0.9721434116363525, 4.9976, 3.948742, 
0, 0.9666330814361572, 4.9976, 3.948757, 
0, 0.9670066833496094, 4.9976, 3.948801, 
0, 0.9840140342712402, 4.9976, 3.948845, 
0, 0.9819996356964111, 4.9976, 3.948845, 
0, 0.964000940322876, 4.9977, 3.948875, 
0, 0.965137243270874, 4.9976, 3.948905, 
0, 0.9526615142822266, 4.9977, 3.94892, 
0, 0.982201099395752, 4.9976, 3.948935, 
0, 0.9809768199920654, 4.9976, 3.948978, 
0, 0.9530029296875, 4.9976, 3.949008, 
0, 0.9539961814880371, 4.9976, 3.949023, 
0, 0.967022180557251, 4.9977, 3.949068, 
0, 0.9876785278320312, 4.9977, 3.949082, 
0, 0.9803223609924316, 4.9976, 3.949141, 
0, 0.9669809341430664, 4.9977, 3.949156, 
0, 0.962449312210083, 4.9976, 3.949186, 
0, 0.9527556896209717, 4.9976, 3.94923, 
0, 0.9668378829956055, 4.9976, 3.949245, 
0, 0.9689536094665527, 4.9976, 3.949275, 
0, 0.9659128189086914, 4.9977, 3.949319, 
0, 0.9631102085113525, 4.9977, 3.949348, 
0, 0.9636263847351074, 4.9977, 3.949363, 
0, 0.9840202331542969, 4.9977, 3.949393, 
0, 0.9664645195007324, 4.9977, 3.949393, 
0, 0.9699711799621582, 4.9977, 3.949438, 
0, 0.9968972206115723, 4.9977, 3.949452, 
0, 0.9680252075195312, 4.9977, 3.949496, 
0, 0.9829752445220947, 4.9976, 3.949526, 
0, 0.9592616558074951, 4.9977, 3.949571, 
0, 0.9689722061157227, 4.9977, 3.949585, 
0, 0.9657883644104004, 4.9977, 3.949615, 
0, 0.9724752902984619, 4.9977, 3.949645, 
0, 0.983595609664917, 4.9976, 3.94963, 
0, 0.98486328125, 4.9976, 3.949688, 
0, 0.9531209468841553, 4.9976, 3.949688, 
0, 0.9526848793029785, 4.9977, 3.949704, 
0, 0.968672513961792, 4.9976, 3.949778, 
0, 0.9825663566589355, 4.9977, 3.949821, 
0, 0.9849944114685059, 4.9976, 3.949837, 
0, 0.9536938667297363, 4.9977, 3.949881, 
0, 0.9663114547729492, 4.9976, 3.949911, 
0, 0.9629998207092285, 4.9977, 3.949925, 
0, 0.9770560264587402, 4.9976, 3.94994, 
0, 0.9686322212219238, 4.9976, 3.949985, 
0, 0.9685778617858887, 4.9976, 3.950029, 
0, 0.9690985679626465, 4.9976, 3.950073, 
0, 0.9688396453857422, 4.9976, 3.950088, 
0, 0.983792781829834, 4.9976, 3.950103, 
0, 0.9680225849151611, 4.9976, 3.950118, 
0, 0.9659805297851562, 4.9976, 3.950162, 
0, 0.9549179077148438, 4.9976, 3.950206, 
0, 0.9652292728424072, 4.9976, 3.950191, 
0, 0.9847714900970459, 4.9976, 3.950221, 
0, 0.9700000286102295, 4.9976, 3.950236, 
0, 0.9589581489562988, 4.9976, 3.950281, 
0, 0.9651432037353516, 4.9976, 3.95031, 
0, 0.9705612659454346, 4.9976, 3.950354, 
0, 0.9828314781188965, 4.9976, 3.950414, 
0, 0.9686059951782227, 4.9976, 3.950414, 
0, 0.9709956645965576, 4.9976, 3.950428, 
0, 0.9524929523468018, 4.9976, 3.950443, 
0, 0.9698128700256348, 4.9976, 3.950488, 
0, 0.9526708126068115, 4.9976, 3.950502, 
0, 0.9694082736968994, 4.9976, 3.950517, 
0, 0.9523954391479492, 4.9976, 3.950562, 
0, 0.9649953842163086, 4.9976, 3.950606, 
0, 0.9692294597625732, 4.9976, 3.950591, 
0, 0.9885876178741455, 4.9976, 3.950621, 
0, 0.9664101600646973, 4.9976, 3.950635, 
0, 0.9669013023376465, 4.9976, 3.950709, 
0, 1.003312110900879, 4.9976, 3.950739, 
0, 0.9687628746032715, 4.9976, 3.950768, 
0, 0.98378586769104, 4.9976, 3.950813, 
0, 0.9667212963104248, 4.9976, 3.950828, 
0, 0.955721378326416, 4.9976, 3.950842, 
0, 0.9684863090515137, 4.9976, 3.950872, 
0, 0.9683566093444824, 4.9976, 3.950902, 
0, 0.9821321964263916, 4.9976, 3.950932, 
0, 0.9658031463623047, 4.9976, 3.950932, 
0, 0.9720172882080078, 4.9976, 3.950961, 
0, 0.965977668762207, 4.9976, 3.950991, 
0, 0.985023021697998, 4.9976, 3.95105, 
0, 0.9649777412414551, 4.9976, 3.951079, 
0, 0.961998701095581, 4.9976, 3.951079, 
0, 0.9687583446502686, 4.9976, 3.951109, 
0, 0.9678966999053955, 4.9976, 3.951153, 
0, 0.9525997638702393, 4.9976, 3.951168, 
0, 0.9533915519714355, 4.9976, 3.951183, 
0, 0.9673550128936768, 4.9976, 3.951212, 
0, 0.9660072326660156, 4.9976, 3.951272, 
0, 1.0089664459228516, 4.9976, 3.951286, 
0, 0.9942295551300049, 4.9976, 3.951316, 
0, 0.9528210163116455, 4.9976, 3.951331, 
0, 0.9693717956542969, 4.9976, 3.951375, 
0, 0.9646074771881104, 4.9976, 3.95136, 
0, 0.96701979637146, 4.9976, 3.951419, 
0, 0.9801061153411865, 4.9976, 3.951449, 
0, 0.9653787612915039, 4.9976, 3.951494, 
0, 0.9678688049316406, 4.9976, 3.951538, 
0, 0.9677348136901855, 4.9976, 3.951538, 
0, 0.9538102149963379, 4.9976, 3.951567, 
0, 0.9670815467834473, 4.9976, 3.951597, 
0, 0.9819188117980957, 4.9976, 3.951642, 
0, 0.9699997901916504, 4.9976, 3.951627, 
0, 0.9710760116577148, 4.9976, 3.951656, 
0, 0.9664921760559082, 4.9976, 3.951671, 
0, 0.967531681060791, 4.9976, 3.951715, 
0, 0.9800007343292236, 4.9976, 3.95173, 
0, 0.962805986404419, 4.9976, 3.951745, 
0, 0.9687299728393555, 4.9976, 3.95176, 
0, 0.9678912162780762, 4.9976, 3.951804, 
0, 0.9654722213745117, 4.9976, 3.951849, 
0, 0.9830806255340576, 4.9976, 3.951863, 
0, 0.9637324810028076, 4.9976, 3.951878, 
0, 0.9631869792938232, 4.9976, 3.951908, 
0, 0.9682643413543701, 4.9976, 3.951908, 
0, 0.9848942756652832, 4.9976, 3.951952, 
0, 0.9682376384735107, 4.9976, 3.952012, 
0, 0.9853272438049316, 4.9976, 3.951997, 
0, 0.9803586006164551, 4.9976, 3.952055, 
0, 0.967017650604248, 4.9976, 3.952085, 
0, 0.9569761753082275, 4.9976, 3.952115, 
0, 0.9697210788726807, 4.9976, 3.952115, 
0, 0.9676618576049805, 4.9976, 3.952145, 
0, 0.983928918838501, 4.9976, 3.952145, 
0, 0.9527144432067871, 4.9976, 3.952189, 
0, 0.9669783115386963, 4.9976, 3.952233, 
0, 0.9810006618499756, 4.9976, 3.952263, 
0, 0.9669184684753418, 4.9976, 3.952263, 
0, 0.9620771408081055, 4.9976, 3.952307, 
0, 0.9691669940948486, 4.9976, 3.952352, 
0, 0.9638361930847168, 4.9976, 3.952352, 
0, 0.9883396625518799, 4.9976, 3.952425, 
0, 0.9533390998840332, 4.9976, 3.952411, 
0, 0.9678518772125244, 4.9976, 3.95244, 
0, 0.9702203273773193, 4.9976, 3.952455, 
0, 0.9685373306274414, 4.9976, 3.952515, 
0, 0.9827351570129395, 4.9974, 3.952529, 
0, 0.9696171283721924, 4.9976, 3.952588, 
0, 0.9549190998077393, 4.9976, 3.952588, 
0, 0.966799259185791, 4.9976, 3.952603, 
0, 0.9677882194519043, 4.9976, 3.952632, 
0, 0.9530794620513916, 4.9974, 3.952662, 
0, 0.9687743186950684, 4.9976, 3.952677, 
0, 0.9539949893951416, 4.9974, 3.952692, 
0, 0.9705359935760498, 4.9974, 3.952736, 
0, 0.9677081108093262, 4.9976, 3.952765, 
0, 0.9662861824035645, 4.9976, 3.952796, 
0, 0.9865996837615967, 4.9974, 3.952796, 
0, 0.9686422348022461, 4.9974, 3.952825, 
0, 0.9526379108428955, 4.9976, 3.952869, 
0, 0.968843936920166, 4.9974, 3.952899, 
0, 0.9538519382476807, 4.9974, 3.952899, 
0, 0.9638175964355469, 4.9976, 3.952958, 
0, 0.9561014175415039, 4.9976, 3.952958, 
0, 0.9669461250305176, 4.9976, 3.952973, 
0, 0.9524900913238525, 4.9976, 3.953017, 
0, 0.9675428867340088, 4.9976, 3.953032, 
0, 0.9530200958251953, 4.9976, 3.953091, 
0, 0.9529983997344971, 4.9976, 3.953106, 
0, 0.9650018215179443, 4.9976, 3.953135, 
0, 0.9632582664489746, 4.9976, 3.953165, 
0, 0.9836947917938232, 4.9976, 3.95318, 
0, 0.9690096378326416, 4.9976, 3.95318, 
0, 0.9533035755157471, 4.9976, 3.953239, 
0, 0.9687106609344482, 4.9976, 3.953254, 
0, 0.9687440395355225, 4.9976, 3.953313, 
0, 0.9859416484832764, 4.9976, 3.953343, 
0, 0.9665956497192383, 4.9976, 3.953328, 
0, 0.9677152633666992, 4.9974, 3.953343, 
0, 0.9672305583953857, 4.9976, 3.953372, 
0, 0.9667770862579346, 4.9976, 3.953402, 
0, 0.9720194339752197, 4.9974, 3.953416, 
0, 0.9701330661773682, 4.9976, 3.953431, 
0, 0.9696543216705322, 4.9976, 3.953476, 
0, 0.9675619602203369, 4.9974, 3.953506, 
0, 0.9646501541137695, 4.9976, 3.953549, 
0, 0.9830012321472168, 4.9974, 3.953549, 
0, 0.9859788417816162, 4.9974, 3.953594, 
0, 0.9650459289550781, 4.9974, 3.953609, 
0, 0.9667551517486572, 4.9974, 3.953683, 
0, 0.9627425670623779, 4.9976, 3.953698, 
0, 0.9673762321472168, 4.9974, 3.953712, 
0, 0.9718501567840576, 4.9976, 3.953727, 
0, 0.967613935470581, 4.9976, 3.953727, 
0, 0.9666352272033691, 4.9976, 3.953772, 
0, 0.955517053604126, 4.9974, 3.953801, 
0, 0.9814858436584473, 4.9974, 3.953831, 
0, 0.9723644256591797, 4.9976, 3.953846, 
0, 0.9678494930267334, 4.9974, 3.95389, 
0, 0.9533262252807617, 4.9976, 3.953934, 
0, 0.9794585704803467, 4.9976, 3.953949, 
0, 0.9789755344390869, 4.9976, 3.953964, 
0, 0.9631483554840088, 4.9976, 3.954009, 
0, 0.9696316719055176, 4.9974, 3.953994, 
0, 0.9677047729492188, 4.9974, 3.954038, 
0, 0.9635405540466309, 4.9974, 3.954067, 
0, 0.9849987030029297, 4.9976, 3.954067, 
0, 0.9640741348266602, 4.9974, 3.954142, 
0, 0.9626593589782715, 4.9974, 3.954142, 
0, 0.9652483463287354, 4.9976, 3.954171, 
0, 0.9689972400665283, 4.9974, 3.954186, 
0, 0.9840214252471924, 4.9974, 3.954216, 
0, 0.9576849937438965, 4.9974, 3.95426, 
0, 0.9668490886688232, 4.9974, 3.954289, 
0, 0.9674398899078369, 4.9974, 3.954334, 
0, 0.9670050144195557, 4.9974, 3.954363, 
0, 0.9540174007415771, 4.9976, 3.954393, 
0, 0.9966106414794922, 4.9974, 3.954378, 
0, 0.9703726768493652, 4.9976, 3.954393, 
0, 0.970919132232666, 4.9974, 3.954452, 
