outVTerm,outSOC
4.006228,0.98037310511111
4.006035,0.980292814109034
4.005991,0.98021341830405
4.005814,0.980133807607692
4.00574,0.980053369152918
4.005607,0.979973965908845
4.005517,0.979892897460939
4.005325,0.979812350656428
4.005177,0.979732785282723
4.005104,0.979652419719284
4.004941,0.979571960432315
4.004867,0.979492511092909
4.004674,0.97941245320131
4.00463,0.979329785960249
4.004452,0.979249714221119
4.004364,0.979168675069385
4.004231,0.979088709888573
4.004083,0.979008123716104
4.003979,0.978924684523015
4.003802,0.978844862027362
4.003743,0.978764266424359
4.003565,0.97868375507076
4.003506,0.978604095948365
4.003388,0.978524811718057
4.003299,0.978444531426975
4.003136,0.978364389351082
4.002988,0.978284939129753
4.002914,0.978204311935719
4.002737,0.978123767531017
4.002648,0.978043186427346
4.0025,0.977961222977347
4.00244,0.977881459286816
4.002278,0.977801039402318
4.002219,0.977720340155696
4.002071,0.977640864027268
4.001923,0.977560351102961
4.001834,0.977477888280584
4.001701,0.97739827365346
4.001627,0.977318717578507
4.001464,0.977238070184219
4.001376,0.977158607876399
4.001243,0.97707912240446
4.001154,0.9769977161592
4.001036,0.976917883302374
4.000873,0.976838268283353
4.000799,0.976758881292655
4.000651,0.97667855772411
4.000577,0.976598566832026
4.000444,0.976517974762357
4.000384,0.976438457124577
4.000251,0.97635784260631
4.000163,0.976277270299355
4.000015,0.976195262764321
3.999837,0.976115406887359
3.999793,0.976034785453063
3.999645,0.975955307705843
3.999571,0.975875969382881
3.999423,0.975796523051368
3.999393,0.975715969094404
3.999216,0.97563543869414
3.999172,0.975556037456272
3.999023,0.975476377006164
3.998935,0.975394362541877
3.998816,0.975311467694235
3.998698,0.975231194671662
3.99861,0.975150547861016
3.998477,0.975071157546348
3.998417,0.974990595495502
3.998299,0.974911009738913
3.998225,0.974830501347561
3.998092,0.974750067460217
3.998017,0.974670570063855
3.997884,0.974590349139483
3.99784,0.974510050163049
3.997677,0.974429596251112
3.997633,0.97434792586724
3.99747,0.974268242587013
3.997352,0.974188023982911
3.997278,0.97410750294225
3.997145,0.974026933718505
3.997071,0.973947486967363
3.996968,0.973866923476264
3.996893,0.973787230803289
3.99676,0.97370664330572
3.996671,0.97362524314938
3.996553,0.973545036872234
3.996494,0.97346562763286
3.996361,0.973384357478348
3.996257,0.97330406784715
3.996183,0.973223245053931
3.99605,0.973142968612423
3.995991,0.973062537908242
3.995858,0.972982869056964
3.995799,0.97290230974953
3.995695,0.972822446872605
3.995606,0.972741931635823
3.995488,0.972662257110833
3.995385,0.972582758549548
3.995296,0.972502115232681
3.995237,0.972422742994169
3.995118,0.972343086180265
3.995044,0.972263571961335
3.994941,0.972183330114276
3.994882,0.972101779122945
3.994778,0.972021826560308
3.994615,0.97194159811946
3.994571,0.971861054487687
3.994467,0.971781124153828
3.994393,0.971701155114224
3.99429,0.971621742404123
3.994216,0.971542282184152
3.994112,0.971461959916558
3.994068,0.971380640917149
3.993935,0.971300054683043
3.993861,0.971219504403724
3.993772,0.971139798004326
3.993654,0.97105940714936
3.993594,0.970979662094727
3.993446,0.970899085826192
3.993402,0.970819750622775
3.993254,0.970739304619649
3.993195,0.97065939777967
3.993106,0.97057992037798
3.993077,0.970500556919901
3.992959,0.970418738583895
3.992885,0.970338866632365
3.992751,0.970258423500769
3.992737,0.970177762049979
3.992589,0.970098042924946
3.992485,0.970017476528895
3.992426,0.969938043528902
3.992308,0.969858515579034
3.992278,0.969777883582882
3.99213,0.969695976678277
3.992085,0.969616231018371
3.991982,0.969535670584542
3.991908,0.969456186498879
3.99179,0.969375319409106
3.99176,0.969294805672888
3.991672,0.969215287550328
3.991597,0.96913448804822
3.991494,0.969054008118232
3.99139,0.968974335199142
3.991346,0.968893803568593
3.991198,0.968813774004311
3.991139,0.9687335365322
3.99105,0.968654030610496
3.990991,0.968574630637925
3.990902,0.968494051894597
3.990843,0.968414459259729
3.990739,0.968334982493835
3.990695,0.968254435162987
3.990577,0.968174948095686
3.990518,0.968094200724735
3.990414,0.968014450902714
3.990281,0.967933914021337
3.990236,0.967854442563456
3.990178,0.967773999750886
3.990103,0.967694388320976
3.989985,0.967613819647346
3.989926,0.967532730667054
3.989837,0.967452313943529
3.989793,0.967372722970144
3.989675,0.967293206200038
3.98963,0.967210469694366
3.989512,0.967130464628399
3.989482,0.967051154401821
3.989393,0.966971588294417
3.989335,0.966891396206855
3.989231,0.966811518432775
3.989142,0.966731817907545
3.989083,0.966651343351484
3.988965,0.966571911172232
3.988905,0.966491414106571
3.988802,0.966409602734557
3.988772,0.966328262466565
3.988669,0.966247675169051
3.988609,0.966168261667169
3.98852,0.966087686424322
3.988491,0.966008032095867
3.988358,0.965927829596593
3.988269,0.965848047167609
3.98818,0.96576854159327
3.988121,0.965689193286974
3.988018,0.965609481820696
3.987988,0.965527395522641
3.987855,0.96544764440937
3.987781,0.965367291169029
3.987707,0.965286637957983
3.987633,0.965207237185568
3.987559,0.965125438414117
3.9875,0.965045657160418
3.987411,0.964966300421052
3.987308,0.96488295298826
3.987293,0.964803173322647
3.987174,0.96472285127762
3.987144,0.964642068609176
3.987011,0.964562630542145
3.986908,0.964483132547758
3.986849,0.964403747859379
3.98679,0.964319936354515
3.98676,0.964238476183058
3.986671,0.964158029357161
3.986598,0.964078200849777
3.986508,0.9639988229095
3.986479,0.96391936978849
3.986375,0.96383881345186
3.986316,0.963758282655783
3.986198,0.963678523872809
3.986139,0.963599014400531
3.98608,0.963519612457813
3.985976,0.963439170766031
3.985932,0.963357855550773
3.985843,0.963277398956791
3.985798,0.963197937305864
3.98568,0.963117433012656
3.985636,0.963037812384943
3.985532,0.962958270260654
3.985503,0.962877649956184
3.985399,0.962798133830141
3.98534,0.962716531392077
3.985295,0.962636696824068
3.985251,0.962556985675647
3.985118,0.9624767023923
3.985029,0.962397363721274
3.985,0.962316956550796
3.984896,0.96223630500481
3.984852,0.962156362516665
3.984748,0.962076465453025
3.984719,0.961996336558403
3.98463,0.961916173608905
3.984586,0.96183578836683
3.984527,0.961752983866355
3.984437,0.961673409957737
3.984334,0.961593903766488
3.984304,0.961513662211723
3.984275,0.961433938688199
3.984171,0.961354224817663
3.984142,0.961274669600727
3.984053,0.961194568255794
3.983994,0.961114453570098
3.983905,0.961035020977968
3.983861,0.960953678908147
3.983772,0.960872371987713
3.983668,0.960791850149592
3.983639,0.96071126535492
3.983535,0.960628325025681
3.983476,0.960547961566699
3.983387,0.960467477573931
3.983343,0.96038805105544
3.98324,0.960308456975643
3.983165,0.960228998113868
3.983136,0.960149570061406
3.983062,0.960066775676792
3.983017,0.959985452146116
3.982929,0.959904868434018
3.98284,0.959825237432675
3.982781,0.959741501580835
3.982766,0.959660105049512
3.982677,0.959580759545995
3.982618,0.959500173831188
3.98253,0.95941920181703
3.9825,0.959337855876172
3.982426,0.959257551330916
3.982426,0.959178170738277
3.982337,0.959098698535393
3.982293,0.959018798878683
3.982174,0.958937486110228
3.982115,0.958857952238935
3.982041,0.958778435310696
3.981967,0.95869811686208
3.981952,0.958616843806617
3.981849,0.958537489877187
3.981775,0.958456952994826
3.98173,0.95837759205948
3.981686,0.958297661970029
3.981612,0.958217239112956
3.981583,0.9581366754993
3.981479,0.958055297274123
3.98139,0.957975023651309
3.981346,0.957894480957728
3.981242,0.957812847715968
3.981213,0.957731509306672
3.981139,0.957651201039236
3.98108,0.957571780556192
3.981006,0.957491217466125
3.980976,0.957410651865665
3.980902,0.957330423994057
3.980872,0.957249743884134
3.980799,0.957169960747737
3.980695,0.957089601584641
3.980666,0.957010164824717
3.980591,0.956927505235045
3.980562,0.956847389365482
3.980503,0.956766814023295
3.980458,0.956687387222593
3.98034,0.956607964840464
3.98034,0.95652826817696
3.980237,0.956448880788257
3.980206,0.956369085593415
3.980133,0.956288823542256
3.980118,0.956209203062521
3.980029,0.956128200355959
3.979911,0.956047805189507
3.979896,0.955968334910943
3.979823,0.955887312562048
3.979778,0.955807406591991
3.979689,0.95572723060811
3.979645,0.955646660746494
3.9796,0.955566309095911
3.979556,0.955486521107148
3.979453,0.955407160843723
3.979423,0.955325772334041
3.97932,0.955245638691634
3.97923,0.955165034903836
3.979216,0.955085398712531
3.979127,0.95500482661041
3.979068,0.954925398518847
3.979008,0.954845589212054
3.978994,0.95476509259397
3.978935,0.954685664569354
3.978905,0.95460508282711
3.978802,0.954523397833236
3.978802,0.954441979657856
3.978698,0.954361654245429
3.978668,0.954282086528579
3.978594,0.954201094468945
3.97852,0.954120959782298
3.978446,0.954041154674524
3.978417,0.953960253200342
3.978358,0.953879863896709
3.978269,0.953799336705572
3.97824,0.953719685885092
3.978165,0.953639592404729
3.978121,0.953559594055564
3.978062,0.953480087478145
3.978017,0.953398682967789
3.977929,0.953318905714959
3.977884,0.953238725506287
3.977825,0.95315820526542
3.977751,0.953078858063476
3.977692,0.952998307059467
3.977647,0.952918962716751
3.977603,0.95283837164808
3.977559,0.952758916941023
3.977499,0.952679447607998
3.977441,0.952599674587388
3.977396,0.952519587023686
3.977322,0.952439496823425
3.977233,0.952360052754716
3.977189,0.952280665341632
3.9771,0.952198992771907
3.977086,0.952118404554939
3.977012,0.952038975666508
3.976982,0.951958920410057
3.976908,0.951879520551706
3.976863,0.951800108036385
3.976775,0.951720581577856
3.97673,0.951641194167366
3.976671,0.951561820009908
3.976553,0.951482398014342
3.976538,0.951401922266483
3.976509,0.951322437651029
3.976464,0.951241892131629
3.976361,0.95116133426237
3.976346,0.95108151124132
3.976257,0.951001996643055
3.976213,0.950922536202214
3.976153,0.950841219522944
3.97608,0.950761302427598
3.97602,0.950681529239199
3.976006,0.950602143477827
3.975932,0.950520560130727
3.975858,0.950440871337601
3.975798,0.950361333176146
3.975754,0.950281237223603
3.97571,0.95020100186945
3.975636,0.950120524293553
3.975577,0.95004102324592
3.975532,0.949960510318575
3.975517,0.949880054265476
3.975458,0.949800662205726
3.975414,0.94971968661713
3.975325,0.949640067558844
3.975266,0.949560395833652
3.975236,0.949479790323786
3.975132,0.949399029025995
3.975059,0.949319255927647
3.974985,0.949238997929108
3.975015,0.949158450293553
3.97494,0.949078034827724
3.974911,0.948997758560778
3.974852,0.948918391836482
3.974749,0.948837751523225
3.974719,0.948757332132963
3.974659,0.948676369828165
3.97463,0.948596594701403
3.974556,0.948516413738814
3.974526,0.94843580352341
3.974422,0.948354143414038
3.974379,0.948274371101635
3.974304,0.948194461765241
3.974304,0.948113256399684
3.974231,0.948032902106268
3.974171,0.947952282124617
3.974156,0.947872744700179
3.974053,0.947792183995057
3.974038,0.947712756450344
3.973979,0.947629945699495
3.973935,0.947550206540003
3.973846,0.947469769407848
3.973831,0.947389056474968
3.973772,0.947309250520762
3.973713,0.947229298019395
3.973653,0.947149960183623
3.973609,0.947068346717936
3.97355,0.94698702922497
3.973476,0.946906505815247
3.973446,0.946826996625595
3.973387,0.946746140015538
3.973328,0.946665542779745
3.973284,0.946584970146664
3.973225,0.946505256326668
3.97318,0.946424706819873
3.973121,0.946345276433236
3.973091,0.946265809327534
3.973018,0.946186157412348
3.972973,0.946105674510654
3.972914,0.946025058046333
3.972899,0.945945633411456
3.972825,0.945866003979812
3.972781,0.94578543688907
3.972692,0.945706029512107
3.972677,0.945626176805559
3.972603,0.94554572116798
3.972515,0.94546634307828
3.972455,0.945386805521892
3.972411,0.945307075063868
3.972381,0.9452268349559
3.972337,0.945147489717585
3.972307,0.945067986604527
3.972248,0.944987954839313
3.972219,0.944907664585661
3.972145,0.94482704978172
3.972115,0.944747068321746
3.972041,0.944666960043996
3.971982,0.944586371188421
3.971952,0.944506559980647
3.971849,0.944427218640199
3.971849,0.944346687555132
3.97173,0.944267262621276
3.971715,0.944186676435754
3.971686,0.944106788777736
3.971657,0.944026343884885
3.971612,0.943944657352812
3.971538,0.943864898728849
3.971494,0.943785204670274
3.97142,0.943703767028832
3.971405,0.943624052315085
3.971361,0.943544627080801
3.971331,0.943464034968644
3.971227,0.943384454327258
3.971183,0.943304900994333
3.971124,0.943225376334996
3.971094,0.943143787107798
3.971065,0.94306378478385
3.970976,0.942983341534165
3.970946,0.942903661673299
3.970858,0.942824219381242
3.970828,0.94274472262769
3.970784,0.942664159671746
3.970739,0.942584597091968
3.970709,0.942505187082181
3.970651,0.942425723569333
3.970606,0.942346257053158
3.970547,0.942264707192783
3.970503,0.942185116487078
3.970414,0.942104525395083
3.970369,0.942024657168378
3.970355,0.941944014277137
3.970295,0.941864474049201
3.970236,0.941785068688908
3.970177,0.941705584252216
3.970133,0.941624940469608
3.970118,0.941544567644372
3.970029,0.941465035315016
3.970014,0.941384064734373
3.969941,0.941304049295767
3.969851,0.94122377717913
3.969851,0.941143209382579
3.969763,0.941063804603465
3.969733,0.940983275406029
3.96966,0.94090230073839
3.969645,0.940822518961452
3.969556,0.940742048727783
3.969526,0.940661520375109
3.969497,0.940581633839285
3.969452,0.940500266609357
3.969378,0.940420576215901
3.969393,0.940339189480325
3.969275,0.94025948099073
3.969245,0.94017995817085
3.969201,0.940100471592828
3.969142,0.940020064102584
3.969142,0.939939940273569
3.969023,0.939860330083041
3.968994,0.939779777287479
3.96892,0.939700420259548
3.96892,0.939620043978472
3.968846,0.93953987039421
3.968816,0.939458534934642
3.968757,0.939378967882463
3.968742,0.939299124386648
3.968653,0.93921767086178
3.968609,0.939137697130102
3.96858,0.939058287822701
3.96852,0.938975252877813
3.968476,0.938895418458102
3.968372,0.938814833116722
3.968387,0.938735332687719
3.968313,0.938654536973508
3.968298,0.938574361183983
3.968239,0.938494943303871
3.968195,0.938413650470779
3.968136,0.938333602088416
3.968091,0.938253476056587
3.968077,0.938172917751402
3.967973,0.938092991426824
3.967929,0.938012659552827
3.967929,0.937932288627173
3.967854,0.937852884675098
3.967796,0.937772318749658
3.967751,0.937692638677507
3.967721,0.937612050182355
3.967692,0.937529904995162
3.967632,0.937450159668261
3.967559,0.937369623820287
3.967529,0.937290110064527
3.967499,0.937209230684137
3.967441,0.937128603938022
3.967381,0.937048061216918
3.967337,0.93696841062576
3.967278,0.936888563582415
3.967263,0.936808155879486
3.967204,0.93672866080367
3.967189,0.936647677887585
3.967115,0.936567475051728
3.967041,0.936486947734211
3.967011,0.936407300248123
3.966938,0.936327600568306
3.966923,0.93624713093992
3.966849,0.93616749926275
3.966834,0.936086861478756
3.966775,0.936006324802689
3.96676,0.935926581505498
3.966686,0.935847147153483
3.966627,0.93576703411538
3.966598,0.935687167190876
3.966494,0.935606596160398
3.966494,0.935526997950872
3.966405,0.935446418772457
3.96639,0.935366595552726
3.966346,0.93528623165049
3.966272,0.93520653920691
3.966228,0.935127033092897
3.966183,0.935044374287743
3.966153,0.934964172663966
3.966109,0.934883538206531
3.966065,0.934801925999299
3.966005,0.934722077401146
3.965976,0.934641506587794
3.965887,0.934557913638119
3.965872,0.934476635355908
3.965784,0.934396681561979
3.965754,0.934317047717244
3.965695,0.93423757114891
3.965665,0.93415695768446
3.965621,0.934077442246494
3.965621,0.933996978084832
3.965547,0.93391754751448
3.965443,0.933836962605397
3.965443,0.933757043784652
3.965399,0.933676461266783
3.965354,0.93359700486172
3.965295,0.933516199276587
3.965251,0.933434820317397
3.965192,0.9333547929807
3.965177,0.933274163722751
3.965118,0.933193958044343
3.965074,0.933114214360719
3.965059,0.933034739432676
3.96497,0.932955389917083
3.964911,0.932875897543532
3.964896,0.932793503098687
3.964867,0.932713221102679
3.964822,0.93263338774075
3.964777,0.932553929061999
3.964704,0.932474535918906
3.964674,0.932393946499432
3.964615,0.932314524884295
3.964585,0.932235114193901
3.964511,0.932155541162743
3.964452,0.93207500873412
3.964422,0.931994229865495
3.964378,0.931913908094665
3.964334,0.931834411498224
3.964304,0.931753319374174
3.964231,0.931672727268245
3.964186,0.931593048321456
3.964171,0.931513480969236
3.964112,0.931434142677208
3.964082,0.93135285350488
3.964038,0.931272671655986
3.963979,0.931193098453483
3.963905,0.931112053849403
3.963861,0.931031646464595
3.963816,0.930951090794498
3.963742,0.930869548876307
3.963713,0.930789754670306
3.963668,0.93071013337224
3.963594,0.93062954961147
3.963579,0.930547312503201
3.963564,0.930465976829626
3.963491,0.93038579759417
3.963476,0.930306408433556
3.963417,0.930226658430909
3.963387,0.930146233368261
3.963343,0.930065613413923
3.963269,0.929982628419347
3.963239,0.929902941842489
3.96318,0.929822398310821
3.963136,0.929742481273993
3.963076,0.929661970594462
3.963047,0.92958222927502
3.963017,0.929501829766173
3.962988,0.929422327657135
3.962884,0.929342851716455
3.96287,0.929263105362702
3.962825,0.929182895432254
3.96281,0.929101994241752
3.962751,0.929022551763085
3.962677,0.928943006029175
3.962647,0.928862538904296
3.962588,0.928782896933063
3.962543,0.928701558758465
3.962485,0.928621683927081
3.962485,0.928541094681589
3.962396,0.928460678592191
3.962352,0.92838091676917
3.962277,0.928301328214076
3.962248,0.928219811606902
3.962189,0.92813981440764
3.96216,0.928059366620254
3.9621,0.927979810633375
3.962056,0.927899133159371
3.962011,0.927818612617052
3.961923,0.927738565452746
3.961937,0.927659003515684
3.961849,0.927579625503696
3.961834,0.927499113055861
3.961775,0.927418521211032
3.961745,0.927338100927141
3.961671,0.927257643855571
3.961657,0.927176494634057
3.961612,0.927096543343094
3.961582,0.927017169611756
3.961553,0.926937824185037
3.961479,0.926857382532651
3.961464,0.926776038503013
3.961405,0.926695809626602
3.96136,0.926614918702
3.961316,0.926534543672677
3.961242,0.926454268125236
3.961227,0.926373815020191
3.961168,0.926293260988468
3.961109,0.926212931540058
3.961094,0.926133430156935
3.961035,0.926053928346304
3.960976,0.925974043429765
3.960917,0.9258946054975
3.960902,0.925815199309251
3.960872,0.925735814156018
3.960798,0.925654503553382
3.960754,0.925574448144769
3.960724,0.925494858697576
3.96065,0.925415406846973
3.96065,0.925335113255081
3.960547,0.925255461540329
3.960503,0.925174299508537
3.960458,0.925093799291249
3.960429,0.925014345950873
3.960384,0.924933412524778
3.960354,0.924853178839945
3.960281,0.924773796478925
3.960281,0.924692522860077
3.960192,0.924611901820387
3.960163,0.924531282948518
3.960103,0.924450733660889
3.960073,0.924370298299427
3.960014,0.92429039443609
3.95997,0.924210926007689
3.95997,0.924131537941485
3.959881,0.924051201815374
3.959881,0.923971331316087
3.959836,0.923890773660668
3.959793,0.923808775141234
3.959763,0.923729343970289
3.959674,0.923648758868674
3.959645,0.92356819234102
3.95957,0.923487923552566
3.959541,0.923407453619145
3.959496,0.923326897761363
3.959467,0.923244057137088
3.959408,0.92316439135834
3.959363,0.9230829619368
3.95929,0.92300280559955
3.95926,0.92292345818586
3.95923,0.922842886847705
3.959127,0.922763363457482
3.959127,0.922683775423014
3.959083,0.922603183050526
3.959083,0.922523287037356
3.958979,0.922443973101196
3.958964,0.922364486191346
3.958905,0.922284951246596
3.958875,0.922203863089773
3.958786,0.922123823720558
3.958742,0.922043233373432
3.958698,0.921963729289653
3.958668,0.921883141894852
3.958624,0.92180270955444
3.95858,0.921722431353182
3.95858,0.921643079158702
3.95852,0.921563577186827
3.958476,0.921484164507974
3.958372,0.921404590292862
3.958387,0.921323248771589
3.958343,0.921243240928882
3.958284,0.921162116931665
3.958239,0.921082323252864
3.95818,0.921001751607057
3.95815,0.920921556037666
3.958062,0.920840989584654
3.958032,0.92076136338958
3.957973,0.92068098956473
3.957973,0.92060125226307
3.957884,0.920519270066371
3.957854,0.920438798343954
3.95781,0.92035929042533
3.957736,0.920278373127975
3.957721,0.920198600702168
3.957647,0.920118264786702
3.957573,0.920038707091301
3.957514,0.919957734606306
3.957514,0.91987774394415
3.957411,0.91979740584453
3.957381,0.919717194369332
3.957366,0.919637827858417
3.957322,0.91955740169259
3.957219,0.919477511096352
3.957219,0.919396891062591
3.957174,0.919317340699029
3.9571,0.91923792458729
3.957086,0.919157373889548
3.957011,0.919077922526756
3.956996,0.918998533805144
3.956938,0.918919027750427
3.956908,0.918838450221206
3.956819,0.918759110776018
3.956819,0.918679670178536
3.95673,0.918598425517255
3.956716,0.918518249472896
3.956626,0.918438749767131
3.956597,0.918355978500668
3.956568,0.918275390788687
3.956523,0.918194984385715
3.956464,0.918115429439151
3.956405,0.918034788226023
3.956375,0.917955359759415
3.956346,0.917875912842648
3.956272,0.917796538967854
3.956227,0.917714709765879
3.956198,0.91763489564132
3.956139,0.917554444253502
3.956109,0.917473795659615
3.95602,0.917394266767742
3.955961,0.917313673314741
3.955931,0.917234256395291
3.955917,0.917153651843503
3.955887,0.91707408517392
3.955828,0.91699473781793
3.955769,0.916914737658135
3.955695,0.91683245080682
3.955695,0.916752221965733
3.955606,0.916672750216819
3.955591,0.916591566414535
3.955547,0.91651118077309
3.955473,0.916431889789923
3.955428,0.916352303453571
3.955384,0.916272819725174
3.955355,0.916192441038451
3.955266,0.916112010869354
3.955266,0.91603249688759
3.955162,0.915952738572118
3.955147,0.915870469364192
3.955103,0.915791094650362
3.955044,0.915709397752032
3.955014,0.915629900334539
3.954955,0.915549375466742
3.95491,0.915469884100125
3.954837,0.915390258176306
3.954807,0.915309753428785
3.954733,0.915229789592194
3.954719,0.91515042929616
3.954659,0.915070964888437
3.954644,0.914990427503279
3.95457,0.914910836181176
3.954556,0.914830246468485
3.954467,0.91475069054184
3.954422,0.914671315214676
3.954408,0.914590817841872
3.954304,0.914511185886793
3.954304,0.914430803245654
3.95423,0.914350817689667
3.954171,0.914270285841406
3.954142,0.914190869360058
3.954112,0.914110370431217
3.954038,0.91403102444821
3.953994,0.913950610245962
3.953979,0.913870424522882
