TimeStamp, Time Delta, Input Current, Output Voltage 
0,0.963406563,14.701053,3.996257
0,0.969804049,14.701053,3.996183
0,0.963245153,14.701101,3.99605
0,0.965098858,14.70106,3.995991
0,0.955958843,14.701036,3.995858
0,0.966646194,14.700996,3.995799
0,0.958292723,14.700948,3.995695
0,0.966117382,14.700996,3.995606
0,0.956025362,14.70106,3.995488
0,0.953914404,14.701053,3.995385
0,0.967651606,14.701036,3.995296
0,0.952396631,14.701084,3.995237
0,0.955811739,14.701077,3.995118
0,0.954104424,14.70102,3.995044
0,0.962832212,14.701068,3.994941
0,0.978543997,14.70102,3.994882
0,0.95936203,14.701053,3.994778
0,0.962673903,14.701029,3.994615
0,0.966458559,14.700989,3.994571
0,0.959102154,14.700948,3.994467
0,0.959566593,14.700948,3.994393
0,0.952891588,14.70094,3.99429
0,0.953462124,14.700933,3.994216
0,0.963806629,14.700924,3.994112
0,0.975766659,14.700924,3.994068
0,0.966971397,14.700964,3.993935
0,0.966542006,14.700933,3.993861
0,0.956410885,14.701013,3.993772
0,0.964622736,14.701029,3.993654
0,0.956876278,14.700989,3.993594
0,0.966848135,14.70102,3.993446
0,0.951957941,14.700996,3.993402
0,0.965287685,14.70098,3.993254
0,0.958816528,14.701005,3.993195
0,0.953659534,14.701068,3.993106
0,0.952291727,14.701077,3.993077
0,0.981748104,14.701077,3.992959
0,0.958394766,14.701053,3.992885
0,0.965252638,14.700989,3.992751
0,0.967870712,14.701013,3.992737
0,0.956561565,14.701044,3.992589
0,0.966724873,14.701093,3.992485
0,0.953125715,14.701084,3.992426
0,0.954263926,14.701101,3.992308
0,0.967512608,14.701084,3.992278
0,0.982811451,14.701068,3.99213
0,0.956881523,14.70102,3.992085
0,0.966658592,14.701013,3.991982
0,0.953742266,14.701029,3.991908
0,0.970341444,14.700964,3.99179
0,0.966098785,14.701005,3.99176
0,0.954152822,14.700996,3.991672
0,0.96952939,14.70098,3.991597
0,0.965694189,14.700989,3.991494
0,0.956011295,14.70098,3.99139
0,0.966314554,14.700989,3.991346
0,0.960287094,14.701036,3.991198
0,0.96278286,14.70102,3.991139
0,0.954000711,14.701084,3.99105
0,0.952727795,14.701109,3.990991
0,0.966871977,14.701109,3.990902
0,0.955041647,14.701077,3.990843
0,0.953651905,14.701068,3.990739
0,0.966499329,14.701044,3.990695
0,0.953774929,14.701077,3.990577
0,0.968898058,14.701068,3.990518
0,0.956927299,14.701084,3.990414
0,0.966371775,14.701077,3.990281
0,0.9535923,14.701005,3.990236
0,0.965245724,14.701036,3.990178
0,0.95527029,14.701029,3.990103
0,0.966760159,14.700972,3.989985
0,0.973001242,14.701005,3.989926
0,0.964935303,14.700996,3.989837
0,0.955026388,14.701005,3.989793
0,0.954139709,14.700948,3.989675
0,0.992770195,14.701005,3.98963
0,0.959995747,14.700996,3.989512
0,0.951656103,14.701029,3.989482
0,0.954726458,14.701029,3.989393
0,0.962239265,14.701005,3.989335
0,0.958469391,14.70098,3.989231
0,0.956339359,14.701029,3.989142
0,0.96562767,14.70102,3.989083
0,0.95312047,14.701013,3.988965
0,0.965898752,14.701005,3.988905
0,0.98166728,14.701036,3.988802
0,0.976013899,14.701044,3.988772
0,0.966980934,14.701013,3.988669
0,0.952896357,14.701013,3.988609
0,0.966837406,14.700996,3.98852
0,0.955787182,14.700996,3.988491
0,0.962364197,14.701005,3.988358
0,0.957326889,14.700956,3.988269
0,0.954003811,14.700972,3.98818
0,0.952114582,14.701005,3.988121
0,0.956468105,14.701068,3.988018
0,0.984967232,14.70102,3.987988
0,0.956946373,14.701029,3.987855
0,0.964170933,14.701036,3.987781
0,0.967772961,14.700996,3.987707
0,0.952742577,14.701029,3.987633
0,0.981520891,14.700964,3.987559
0,0.957307577,14.701036,3.9875
0,0.952213764,14.701036,3.987411
0,1.00010252,14.70098,3.987308
0,0.957291126,14.700996,3.987293
0,0.963799238,14.700996,3.987174
0,0.969327927,14.700972,3.987144
0,0.953195333,14.700948,3.987011
0,0.953909159,14.701029,3.986908
0,0.952548027,14.701053,3.986849
0,1.005665541,14.70106,3.98679
0,0.97745204,14.701053,3.98676
0,0.965296507,14.700996,3.986671
0,0.95787406,14.701044,3.986598
0,0.952468157,14.701036,3.986508
0,0.953368187,14.701068,3.986479
0,0.966609955,14.701005,3.986375
0,0.966304541,14.700989,3.986316
0,0.957038403,14.701029,3.986198
0,0.954050064,14.70098,3.986139
0,0.952756166,14.701036,3.98608
0,0.965233326,14.70102,3.985976
0,0.975715876,14.701005,3.985932
0,0.96541214,14.70102,3.985843
0,0.953472614,14.701036,3.985798
0,0.965982914,14.701044,3.98568
0,0.955380201,14.701036,3.985636
0,0.95443511,14.701084,3.985532
0,0.967373371,14.701068,3.985503
0,0.954125166,14.701053,3.985399
0,0.979159117,14.701053,3.98534
0,0.957944632,14.701077,3.985295
0,0.956464291,14.701068,3.985251
0,0.963330984,14.701044,3.985118
0,0.95199275,14.701101,3.985029
0,0.964817524,14.701044,3.985
0,0.967745543,14.701109,3.984896
0,0.959243298,14.70102,3.984852
0,0.958701372,14.700972,3.984748
0,0.961482048,14.700989,3.984719
0,0.961890221,14.700996,3.98463
0,0.964558601,14.70098,3.984586
0,0.993583441,14.701044,3.984527
0,0.954817533,14.701068,3.984437
0,0.954005957,14.701053,3.984334
0,0.962831259,14.701029,3.984304
0,0.956613302,14.70106,3.984275
0,0.956496954,14.701068,3.984171
0,0.954595327,14.701036,3.984142
0,0.961146832,14.70106,3.984053
0,0.961308479,14.701036,3.983994
0,0.953122377,14.70106,3.983905
0,0.976033926,14.701068,3.983861
0,0.975612164,14.701068,3.983772
0,0.966193438,14.701044,3.983668
0,0.966948271,14.701053,3.983639
0,0.995207787,14.701125,3.983535
0,0.964288235,14.701117,3.983476
0,0.965734005,14.701125,3.983387
0,0.953046322,14.701109,3.983343
0,0.955056906,14.701109,3.98324
0,0.953438044,14.701053,3.983165
0,0.953066349,14.701084,3.983136
0,0.993458748,14.701093,3.983062
0,0.975809813,14.701093,3.983017
0,0.966935873,14.701044,3.982929
0,0.955501556,14.701084,3.98284
0,1.004760504,14.70102,3.982781
0,0.9766922,14.700996,3.982766
0,0.952077389,14.70106,3.982677
0,0.96696043,14.701036,3.982618
0,0.971594572,14.701053,3.98253
0,0.976081371,14.701053,3.9825
0,0.963581324,14.701117,3.982426
0,0.95249629,14.701093,3.982426
0,0.953596115,14.701084,3.982337
0,0.958728313,14.701036,3.982293
0,0.975683928,14.701044,3.982174
0,0.95433712,14.701068,3.982115
0,0.954135895,14.701036,3.982041
0,0.963756084,14.700996,3.981967
0,0.975208998,14.70102,3.981952
0,0.952182055,14.701005,3.981849
0,0.966378689,14.700972,3.981775
0,0.952263594,14.701044,3.98173
0,0.959094524,14.70102,3.981686
0,0.965005159,14.701053,3.981612
0,0.966694117,14.701053,3.981583
0,0.976470947,14.70102,3.981479
0,0.96321559,14.701036,3.98139
0,0.966442108,14.701068,3.981346
0,0.979530334,14.701029,3.981242
0,0.975990534,14.70106,3.981213
0,0.963629723,14.70106,3.981139
0,0.952979088,14.701029,3.98108
0,0.966683626,14.701117,3.981006
0,0.966712236,14.70114,3.980976
0,0.962658167,14.701165,3.980902
0,0.968086243,14.70114,3.980872
0,0.957325935,14.701101,3.980799
0,0.964237213,14.701109,3.980695
0,0.9531672,14.70114,3.980666
0,0.99183917,14.701125,3.980591
0,0.961321115,14.70106,3.980562
0,0.966838598,14.700996,3.980503
0,0.953051329,14.701084,3.980458
0,0.952997208,14.701101,3.98034
0,0.956288338,14.701101,3.98034
0,0.952579975,14.70106,3.980237
0,0.957475901,14.70102,3.980206
0,0.963083029,14.70094,3.980133
0,0.95538044,14.701005,3.980118
0,0.971966028,14.701005,3.980029
0,0.964677095,14.700989,3.979911
0,0.953579187,14.700989,3.979896
0,0.972202778,14.700989,3.979823
0,0.958810329,14.70094,3.979778
0,0.962046623,14.700996,3.979689
0,0.96677494,14.700964,3.979645
0,0.964157104,14.700956,3.9796
0,0.957394123,14.700948,3.979556
0,0.952266932,14.700868,3.979453
0,0.976603985,14.700875,3.979423
0,0.961541176,14.700956,3.97932
0,0.967184067,14.700933,3.97923
0,0.955574751,14.700916,3.979216
0,0.966804981,14.700916,3.979127
0,0.953078747,14.7009,3.979068
0,0.9576509,14.700933,3.979008
0,0.965899229,14.700916,3.978994
0,0.953070164,14.70102,3.978935
0,0.966913223,14.701029,3.978905
0,0.980156183,14.700956,3.978802
0,0.976953506,14.700972,3.978802
0,0.963839054,14.701005,3.978698
0,0.95474577,14.701029,3.978668
0,0.971837282,14.70102,3.978594
0,0.96154952,14.70102,3.97852
0,0.957595825,14.701005,3.978446
0,0.970750332,14.70102,3.978417
0,0.964603662,14.701036,3.978358
0,0.966256618,14.70106,3.978269
0,0.955738783,14.701093,3.97824
0,0.961051941,14.701068,3.978165
0,0.959912539,14.701036,3.978121
0,0.954008579,14.701084,3.978062
0,0.97678256,14.701077,3.978017
0,0.957258463,14.701053,3.977929
0,0.962090969,14.701093,3.977884
0,0.966172695,14.701068,3.977825
0,0.952099323,14.701036,3.977751
0,0.96654439,14.701029,3.977692
0,0.952065468,14.701029,3.977647
0,0.967026711,14.701005,3.977603
0,0.953387737,14.70106,3.977559
0,0.95356369,14.701053,3.977499
0,0.95720768,14.701053,3.977441
0,0.960983038,14.701036,3.977396
0,0.961016178,14.701013,3.977322
0,0.953264236,14.700996,3.977233
0,0.952583313,14.701013,3.977189
0,0.980005503,14.70098,3.9771
0,0.966995716,14.700956,3.977086
0,0.953082085,14.700996,3.977012
0,0.960597992,14.700996,3.976982
0,0.952731609,14.701029,3.976908
0,0.952883482,14.701029,3.976863
0,0.954251289,14.70102,3.976775
0,0.95258069,14.701053,3.97673
0,0.952421665,14.701053,3.976671
0,0.95299983,14.700989,3.976553
0,0.965644598,14.70098,3.976538
0,0.953751802,14.70098,3.976509
0,0.966481209,14.700989,3.976464
0,0.966627359,14.70102,3.976361
0,0.957811356,14.700996,3.976346
0,0.95410943,14.701013,3.976257
0,0.953458548,14.701029,3.976213
0,0.97573185,14.701029,3.976153
0,0.958936453,14.701053,3.97608
0,0.957211256,14.701029,3.97602
0,0.952560902,14.701053,3.976006
0,0.978929043,14.701068,3.975932
0,0.956199169,14.70102,3.975858
0,0.954389572,14.701053,3.975798
0,0.961083174,14.701044,3.975754
0,0.962759018,14.700996,3.97571
0,0.965666533,14.70098,3.975636
0,0.953948975,14.70098,3.975577
0,0.966092825,14.700948,3.975532
0,0.965408802,14.700972,3.975517
0,0.952641726,14.700972,3.975458
0,0.971644402,14.700948,3.975414
0,0.955367088,14.700948,3.975325
0,0.955994368,14.70102,3.975266
0,0.967194796,14.701084,3.975236
0,0.96906352,14.701093,3.975132
0,0.957208157,14.70106,3.975059
0,0.963024378,14.701093,3.974985
0,0.96649766,14.701125,3.975015
0,0.964913845,14.701093,3.97494
0,0.963247776,14.701029,3.974911
0,0.95233202,14.70106,3.974852
0,0.967613459,14.701068,3.974749
0,0.964964151,14.701044,3.974719
0,0.971479654,14.701029,3.974659
0,0.957232952,14.701053,3.97463
0,0.962102175,14.70106,3.974556
0,0.967254877,14.701029,3.974526
0,0.979851723,14.701044,3.974422
0,0.957200289,14.701036,3.974379
0,0.958839178,14.701117,3.974304
0,0.974391937,14.701093,3.974304
0,0.964183569,14.701036,3.974231
0,0.967372656,14.70102,3.974171
0,0.954380274,14.70106,3.974156
0,0.966657639,14.701077,3.974053
0,0.953059673,14.701093,3.974038
0,0.993649721,14.701173,3.973979
0,0.956796169,14.701133,3.973935
0,0.965170145,14.701149,3.973846
0,0.968478441,14.701165,3.973831
0,0.957598686,14.701117,3.973772
0,0.959360838,14.70106,3.973713
0,0.951985836,14.701053,3.973653
0,0.979291439,14.701053,3.973609
0,0.975734711,14.701133,3.97355
0,0.966210127,14.701077,3.973476
0,0.954041481,14.70106,3.973446
0,0.97020936,14.70106,3.973387
0,0.967096567,14.701068,3.973328
0,0.966801882,14.70106,3.973284
0,0.956495762,14.701077,3.973225
0,0.966522217,14.701093,3.97318
0,0.953095913,14.70106,3.973121
0,0.95353651,14.70106,3.973091
0,0.955754519,14.701053,3.973018
0,0.965725183,14.70106,3.972973
0,0.967323542,14.701125,3.972914
0,0.953025341,14.701084,3.972899
0,0.955482721,14.701084,3.972825
0,0.966730118,14.70114,3.972781
0,0.952817678,14.701093,3.972692
0,0.958165407,14.701029,3.972677
0,0.965401649,14.701005,3.972603
0,0.952468395,14.70106,3.972515
0,0.954382896,14.701044,3.972455
0,0.95669651,14.70106,3.972411
0,0.962810755,14.701077,3.972381
0,0.952075243,14.701044,3.972337
0,0.953968048,14.701068,3.972307
0,0.960311413,14.701068,3.972248
0,0.963415146,14.701036,3.972219
0,0.967309475,14.701036,3.972145
0,0.959709883,14.701036,3.972115
0,0.961233616,14.701005,3.972041
0,0.966998577,14.701029,3.971982
0,0.95766902,14.701005,3.971952
0,0.95202899,14.701036,3.971849
0,0.966305971,14.70102,3.971849
0,0.953032494,14.701029,3.97173
0,0.96696496,14.701053,3.971715
0,0.958581209,14.701084,3.971686
0,0.965266943,14.701093,3.971657
0,0.980169773,14.701029,3.971612
0,0.957036495,14.701029,3.971538
0,0.95626235,14.70102,3.971494
0,0.977185488,14.700996,3.97142
0,0.956514359,14.700956,3.971405
0,0.953038692,14.700989,3.971361
0,0.967039824,14.700996,3.971331
0,0.954904556,14.700972,3.971227
0,0.954572201,14.701044,3.971183
0,0.954229116,14.701029,3.971124
0,0.97900486,14.700989,3.971094
0,0.959962845,14.700996,3.971065
0,0.965250969,14.701036,3.970976
0,0.956091404,14.701029,3.970946
0,0.953238249,14.701068,3.970858
0,0.953894854,14.70102,3.970828
0,0.966688395,14.70102,3.970784
0,0.954685688,14.701005,3.970739
0,0.952852964,14.701036,3.970709
0,0.95349288,14.701068,3.970651
0,0.953526258,14.701109,3.970606
0,0.97852397,14.701117,3.970547
0,0.955018044,14.701084,3.970503
0,0.967023373,14.70106,3.970414
0,0.958350658,14.701044,3.970369
0,0.967647552,14.70102,3.970355
0,0.954414368,14.701053,3.970295
0,0.952797174,14.701036,3.970236
0,0.953749657,14.70098,3.970177
0,0.967659235,14.701005,3.970133
0,0.964407444,14.701013,3.970118
0,0.954323292,14.700996,3.970029
0,0.971579552,14.70102,3.970014
0,0.960118055,14.701029,3.969941
0,0.963196993,14.701044,3.969851
0,0.9667449,14.701044,3.969851
0,0.952791691,14.701013,3.969763
0,0.966283321,14.70102,3.969733
0,0.971631765,14.700972,3.96966
0,0.957318544,14.700964,3.969645
0,0.965577841,14.700989,3.969556
0,0.966272593,14.701029,3.969526
0,0.958569765,14.701053,3.969497
0,0.976342201,14.700972,3.969452
0,0.956220388,14.700989,3.969378
0,0.976574659,14.700996,3.969393
0,0.95642972,14.701109,3.969275
0,0.95420289,14.701093,3.969245
0,0.953770161,14.70106,3.969201
0,0.96481657,14.701117,3.969142
0,0.961415052,14.701084,3.969142
0,0.95525074,14.701101,3.969023
0,0.966562271,14.701084,3.968994
0,0.952215672,14.70106,3.96892
0,0.964448452,14.70102,3.96892
0,0.962012529,14.701077,3.968846
0,0.975956202,14.701044,3.968816
0,0.954738379,14.70102,3.968757
0,0.95805645,14.701005,3.968742
0,0.977372885,14.701044,3.968653
0,0.959619761,14.700996,3.968609
0,0.952845573,14.70102,3.96858
0,0.996346951,14.701068,3.96852
0,0.957943439,14.701068,3.968476
0,0.966955423,14.701044,3.968372
0,0.953936815,14.701053,3.968387
0,0.969485521,14.700956,3.968313
0,0.962046385,14.700964,3.968298
0,0.952947855,14.701029,3.968239
0,0.97544837,14.700989,3.968195
0,0.960518122,14.700956,3.968136
0,0.961447239,14.700996,3.968091
0,0.96663785,14.70094,3.968077
